Epoch,learning rate,training loss,training energy/scan RMSE (per atom),training energy/scan MAE (per atom),training forces[energy/scan] RMSE,training forces[energy/scan] MAE,training virial[energy/scan] RMSE (per atom),training virial[energy/scan] MAE (per atom),training mtt::dipole RMSE (per atom),training mtt::dipole MAE (per atom),validation loss,validation energy/scan RMSE (per atom),validation energy/scan MAE (per atom),validation forces[energy/scan] RMSE,validation forces[energy/scan] MAE,validation virial[energy/scan] RMSE (per atom),validation virial[energy/scan] MAE (per atom),validation mtt::dipole RMSE (per atom),validation mtt::dipole MAE (per atom)
,,,meV,meV,meV/A,meV/A,meV,meV,,,,meV,meV,meV/A,meV/A,meV,meV,,
1671,3.743e-05,7.613e+03,0.7993,0.6405, 51.68, 39.98, 3.551, 2.429,0.00266,0.002129,1.567e+03,0.9126,0.7349, 52.38, 40.62, 4.779, 3.297,0.002489,0.001988
1672,3.741e-05,7.627e+03,0.7960,0.6366, 51.68, 39.99, 3.838, 2.635,0.00257,0.002060,1.535e+03,0.9187,0.7277, 51.81, 40.13, 4.467, 3.105,0.002615,0.002077
1673,3.740e-05,7.605e+03,0.7847,0.6289, 51.62, 39.91, 3.798, 2.597,0.00270,0.002173,1.567e+03,1.0896,0.8256, 52.48, 40.60, 2.596, 1.924,0.002641,0.002124
1674,3.739e-05,7.646e+03,0.8157,0.6567, 51.69, 40.00, 3.581, 2.450,0.00270,0.002161,1.527e+03,0.9845,0.7581, 51.83, 40.06, 2.291, 1.731,0.002584,0.002000
1675,3.737e-05,7.586e+03,0.8062,0.6499, 51.62, 39.93, 3.619, 2.443,0.00259,0.002063,1.595e+03,0.9311,0.7298, 52.78, 40.96, 5.039, 3.455,0.002654,0.002115
1676,3.736e-05,7.650e+03,0.7931,0.6334, 51.71, 40.03, 3.936, 2.676,0.00265,0.002075,1.568e+03,0.9100,0.7537, 52.33, 40.57, 4.680, 3.233,0.002706,0.002220
1677,3.735e-05,7.611e+03,0.7626,0.6108, 51.61, 39.92, 3.916, 2.606,0.00278,0.002222,1.550e+03,1.2323,0.9609, 52.14, 40.33, 2.381, 1.796,0.002763,0.002285
1678,3.733e-05,7.611e+03,0.8547,0.6886, 51.58, 39.91, 3.704, 2.491,0.00275,0.002200,1.531e+03,0.9203,0.7430, 51.80, 40.06, 2.292, 1.717,0.002798,0.002323
1679,3.732e-05,7.617e+03,0.8642,0.7020, 51.64, 39.95, 3.604, 2.470,0.00271,0.002128,1.564e+03,0.9145,0.7421, 52.25, 40.51, 4.713, 3.250,0.002696,0.002125
1680,3.730e-05,7.607e+03,0.7990,0.6333, 51.64, 39.95, 3.743, 2.580,0.00264,0.002103,1.521e+03,0.9239,0.7364, 51.55, 39.92, 4.376, 3.048,0.002666,0.002089
1681,3.729e-05,7.560e+03,0.8483,0.6775, 51.49, 39.84, 3.691, 2.559,0.00261,0.002082,1.584e+03,0.9573,0.7406, 52.72, 40.82, 2.844, 2.086,0.002734,0.002255
1682,3.728e-05,7.657e+03,0.8727,0.7082, 51.68, 39.97, 3.680, 2.532,0.00281,0.002264,1.563e+03,1.1868,0.9198, 52.17, 40.34, 2.438, 1.822,0.003213,0.002744
1683,3.726e-05,7.650e+03,0.8569,0.6978, 51.53, 39.85, 3.462, 2.390,0.00317,0.002551,1.564e+03,0.9290,0.7895, 52.15, 40.45, 5.051, 3.466,0.002882,0.002285
1684,3.725e-05,7.591e+03,0.8535,0.6943, 51.49, 39.85, 3.991, 2.695,0.00290,0.002335,1.557e+03,0.9442,0.7291, 51.91, 40.22, 4.462, 3.101,0.003258,0.002577
1685,3.724e-05,7.628e+03,0.8864,0.7110, 51.45, 39.80, 3.829, 2.624,0.00317,0.002502,1.548e+03,0.9189,0.7316, 52.09, 40.29, 2.471, 1.835,0.002822,0.002277
1686,3.722e-05,7.628e+03,0.7850,0.6354, 51.49, 39.84, 3.702, 2.491,0.00315,0.002501,1.533e+03,1.1742,0.9096, 51.56, 39.86, 2.311, 1.739,0.003409,0.002808
1687,3.721e-05,7.632e+03,0.8674,0.7009, 51.44, 39.79, 3.497, 2.378,0.00336,0.002708,1.588e+03,0.9035,0.7429, 52.33, 40.60, 5.179, 3.557,0.003352,0.002582
1688,3.719e-05,7.692e+03,0.8349,0.6692, 51.46, 39.83, 4.003, 2.692,0.00349,0.002845,1.563e+03,0.9084,0.7362, 51.94, 40.26, 4.626, 3.195,0.003376,0.002634
1689,3.718e-05,7.623e+03,0.8161,0.6575, 51.43, 39.78, 3.775, 2.561,0.00319,0.002609,1.546e+03,1.0022,0.7706, 52.04, 40.26, 2.532, 1.867,0.002858,0.002285
1690,3.717e-05,7.610e+03,0.7957,0.6399, 51.44, 39.80, 3.549, 2.414,0.00309,0.002453,1.545e+03,0.9231,0.7361, 51.55, 39.84, 2.169, 1.645,0.003861,0.003183
1691,3.715e-05,7.638e+03,0.8473,0.6823, 51.43, 39.80, 3.584, 2.437,0.00333,0.002682,1.553e+03,0.9617,0.7414, 52.03, 40.34, 4.818, 3.322,0.002770,0.002189
1692,3.714e-05,7.601e+03,0.7971,0.6421, 51.38, 39.74, 3.883, 2.644,0.00319,0.002547,1.544e+03,0.9215,0.7754, 51.49, 39.87, 4.408, 3.061,0.003656,0.003001
1693,3.713e-05,7.646e+03,0.8666,0.6986, 51.32, 39.69, 3.619, 2.497,0.00365,0.002975,1.565e+03,1.0120,0.7794, 52.15, 40.35, 2.683, 1.978,0.003304,0.002823
1694,3.711e-05,7.713e+03,0.8312,0.6758, 51.43, 39.80, 3.704, 2.520,0.00387,0.003169,1.552e+03,1.0000,0.7660, 51.34, 39.69, 2.198, 1.660,0.004386,0.003799
1695,3.710e-05,7.697e+03,0.8684,0.6927, 51.33, 39.69, 3.483, 2.358,0.00395,0.003295,1.582e+03,0.9115,0.7564, 52.20, 40.48, 4.893, 3.360,0.003468,0.002674
1696,3.709e-05,7.656e+03,0.8469,0.6710, 51.36, 39.72, 3.872, 2.642,0.00351,0.002863,1.554e+03,0.9610,0.7410, 51.63, 40.00, 4.529, 3.141,0.003703,0.002916
1697,3.707e-05,7.630e+03,0.8402,0.6779, 51.41, 39.75, 3.874, 2.650,0.00332,0.002693,1.547e+03,1.0189,0.7799, 52.12, 40.32, 2.394, 1.789,0.002713,0.002247
1698,3.706e-05,7.618e+03,0.8103,0.6519, 51.43, 39.78, 3.583, 2.437,0.00324,0.002606,1.531e+03,1.0775,0.8169, 51.35, 39.68, 2.209, 1.662,0.003747,0.003289
1699,3.704e-05,7.587e+03,0.8035,0.6554, 51.30, 39.69, 3.608, 2.441,0.00334,0.002694,1.577e+03,0.9084,0.7464, 52.43, 40.66, 4.956, 3.410,0.002753,0.002158
1700,3.703e-05,7.594e+03,0.8163,0.6519, 51.43, 39.81, 3.899, 2.633,0.00293,0.002341,1.543e+03,0.9126,0.7383, 51.60, 39.96, 4.518, 3.135,0.003393,0.002728
1701,3.702e-05,7.570e+03,0.8205,0.6536, 51.31, 39.70, 3.707, 2.554,0.00304,0.002427,1.558e+03,0.9902,0.7610, 52.17, 40.36, 2.595, 1.922,0.003023,0.002513
1702,3.700e-05,7.606e+03,0.7991,0.6349, 51.38, 39.74, 3.544, 2.438,0.00328,0.002629,1.536e+03,1.0820,0.8212, 51.63, 39.91, 2.358, 1.768,0.003389,0.002828
1703,3.699e-05,7.548e+03,0.8553,0.6917, 51.34, 39.69, 3.486, 2.394,0.00300,0.002406,1.558e+03,0.9101,0.7331, 52.19, 40.47, 4.836, 3.326,0.002584,0.002111
1704,3.697e-05,7.577e+03,0.8086,0.6470, 51.41, 39.78, 3.854, 2.621,0.00270,0.002146,1.530e+03,0.9387,0.7309, 51.74, 40.09, 4.533, 3.145,0.002560,0.002033
1705,3.696e-05,7.542e+03,0.7946,0.6340, 51.34, 39.69, 3.797, 2.582,0.00272,0.002177,1.535e+03,0.9468,0.7333, 51.96, 40.19, 2.539, 1.882,0.002562,0.002052
1706,3.695e-05,7.521e+03,0.7885,0.6340, 51.35, 39.73, 3.576, 2.422,0.00261,0.002076,1.511e+03,0.9755,0.7499, 51.55, 39.85, 2.298, 1.726,0.002552,0.001998
1707,3.693e-05,7.522e+03,0.8300,0.6684, 51.36, 39.75, 3.493, 2.400,0.00257,0.002045,1.560e+03,0.9181,0.7259, 52.18, 40.47, 4.847, 3.340,0.002682,0.002036
1708,3.692e-05,7.541e+03,0.7891,0.6398, 51.38, 39.74, 3.886, 2.642,0.00268,0.002115,1.541e+03,0.9090,0.7356, 51.79, 40.14, 4.730, 3.264,0.002842,0.002145
1709,3.691e-05,7.523e+03,0.8216,0.6686, 51.34, 39.71, 3.768, 2.557,0.00272,0.002158,1.529e+03,0.9823,0.7565, 51.88, 40.11, 2.406, 1.793,0.002496,0.001983
1710,3.689e-05,7.528e+03,0.7867,0.6185, 51.35, 39.72, 3.615, 2.442,0.00263,0.002077,1.518e+03,1.0177,0.7770, 51.55, 39.85, 2.202, 1.663,0.002882,0.002395
1711,3.688e-05,7.518e+03,0.7934,0.6421, 51.31, 39.69, 3.543, 2.405,0.00271,0.002173,1.549e+03,0.9058,0.7436, 51.97, 40.28, 4.618, 3.194,0.002785,0.002276
1712,3.686e-05,7.519e+03,0.7968,0.6364, 51.34, 39.70, 3.739, 2.565,0.00268,0.002152,1.510e+03,0.9070,0.7492, 51.42, 39.81, 4.352, 3.029,0.002509,0.001969
1713,3.685e-05,7.486e+03,0.7817,0.6284, 51.24, 39.63, 3.707, 2.549,0.00271,0.002186,1.558e+03,1.1660,0.9010, 52.30, 40.48, 2.831, 2.080,0.002645,0.002079
1714,3.684e-05,7.556e+03,0.8354,0.6764, 51.42, 39.78, 3.518, 2.455,0.00268,0.002145,1.532e+03,0.9532,0.7374, 51.89, 40.11, 2.289, 1.728,0.002615,0.002032
1715,3.682e-05,7.519e+03,0.8325,0.6690, 51.35, 39.72, 3.559, 2.430,0.00262,0.002104,1.548e+03,0.9781,0.7493, 51.92, 40.25, 4.873, 3.352,0.002815,0.002141
1716,3.681e-05,7.519e+03,0.8135,0.6529, 51.29, 39.69, 3.867, 2.629,0.00264,0.002107,1.519e+03,0.9368,0.8018, 51.52, 39.90, 4.352, 3.030,0.002652,0.002089
1717,3.680e-05,7.469e+03,0.8307,0.6715, 51.22, 39.62, 3.791, 2.599,0.00253,0.001998,1.545e+03,0.9790,0.7547, 52.14, 40.34, 2.507, 1.868,0.002540,0.001999
1718,3.678e-05,7.523e+03,0.7833,0.6336, 51.30, 39.71, 3.562, 2.448,0.00256,0.002046,1.520e+03,1.0055,0.7716, 51.68, 39.96, 2.394, 1.788,0.002615,0.002135
1719,3.677e-05,7.507e+03,0.7842,0.6252, 51.29, 39.68, 3.581, 2.463,0.00261,0.002103,1.537e+03,0.9116,0.7198, 51.85, 40.20, 4.787, 3.303,0.002520,0.001999
1720,3.675e-05,7.500e+03,0.8203,0.6621, 51.25, 39.64, 3.866, 2.642,0.00263,0.002089,1.519e+03,0.9163,0.7302, 51.48, 39.88, 4.332, 3.028,0.002762,0.002100
1721,3.674e-05,7.499e+03,0.8707,0.6980, 51.21, 39.60, 3.700, 2.543,0.00282,0.002249,1.543e+03,1.0123,0.7699, 51.89, 40.15, 2.509, 1.869,0.003068,0.002539
1722,3.673e-05,7.521e+03,0.8424,0.6704, 51.18, 39.60, 3.471, 2.367,0.00297,0.002361,1.517e+03,1.0768,0.8175, 51.50, 39.80, 2.143, 1.618,0.002961,0.002410
1723,3.671e-05,7.517e+03,0.9097,0.7317, 51.17, 39.56, 3.492, 2.352,0.00295,0.002367,1.567e+03,0.9190,0.7256, 52.08, 40.40, 4.851, 3.339,0.003220,0.002470
1724,3.670e-05,7.560e+03,0.8384,0.6795, 51.15, 39.58, 3.838, 2.623,0.00322,0.002593,1.536e+03,0.9329,0.7955, 51.66, 40.04, 4.649, 3.214,0.002972,0.002367
1725,3.668e-05,7.539e+03,0.8221,0.6570, 51.18, 39.57, 3.876, 2.592,0.00314,0.002515,1.516e+03,1.2191,0.9512, 51.42, 39.75, 2.324, 1.748,0.003065,0.002536
1726,3.667e-05,7.514e+03,0.8951,0.7282, 51.16, 39.56, 3.670, 2.445,0.00311,0.002479,1.486e+03,0.9487,0.7370, 50.95, 39.36, 2.060, 1.575,0.002997,0.002532
1727,3.666e-05,7.529e+03,0.8716,0.6995, 51.15, 39.56, 3.625, 2.435,0.00317,0.002532,1.589e+03,0.9027,0.7394, 52.35, 40.63, 5.121, 3.500,0.003369,0.002665
1728,3.664e-05,7.601e+03,0.7841,0.6305, 51.23, 39.64, 3.998, 2.648,0.00331,0.002655,1.561e+03,0.9069,0.7369, 51.76, 40.12, 4.761, 3.278,0.003646,0.002844
1729,3.663e-05,7.530e+03,0.8624,0.6907, 51.10, 39.52, 3.757, 2.528,0.00324,0.002620,1.534e+03,0.9947,0.7646, 51.73, 40.00, 2.447, 1.823,0.003108,0.002574
1730,3.661e-05,7.531e+03,0.8173,0.6634, 51.11, 39.52, 3.540, 2.409,0.00323,0.002604,1.516e+03,1.1247,0.8615, 51.45, 39.78, 2.305, 1.730,0.003023,0.002549
1731,3.660e-05,7.550e+03,0.8271,0.6654, 51.04, 39.45, 3.511, 2.427,0.00348,0.002783,1.563e+03,0.9372,0.8008, 51.74, 40.10, 4.638, 3.203,0.003780,0.003028
1732,3.659e-05,7.558e+03,0.8494,0.6847, 51.05, 39.49, 3.694, 2.526,0.00351,0.002826,1.532e+03,0.9208,0.7281, 51.29, 39.73, 4.462, 3.106,0.003627,0.002898
1733,3.657e-05,7.561e+03,0.8072,0.6579, 51.02, 39.44, 3.759, 2.564,0.00355,0.002890,1.543e+03,0.9942,0.7640, 51.68, 39.97, 2.418, 1.800,0.003515,0.003041
1734,3.656e-05,7.537e+03,0.8008,0.6381, 51.10, 39.51, 3.615, 2.450,0.00334,0.002718,1.514e+03,0.9993,0.7689, 51.26, 39.62, 2.163, 1.639,0.003344,0.002882
1735,3.655e-05,7.528e+03,0.8786,0.7069, 51.00, 39.44, 3.433, 2.360,0.00344,0.002796,1.561e+03,0.9203,0.7235, 51.86, 40.21, 4.694, 3.245,0.003479,0.002783
1736,3.653e-05,7.566e+03,0.8118,0.6528, 51.07, 39.50, 3.774, 2.584,0.00356,0.002943,1.528e+03,0.9116,0.7584, 51.31, 39.74, 4.484, 3.116,0.003464,0.002731
1737,3.652e-05,7.545e+03,0.8052,0.6379, 50.88, 39.35, 3.654, 2.503,0.00388,0.003237,1.592e+03,1.0611,0.8046, 51.86, 40.12, 2.575, 1.913,0.004620,0.003999
1738,3.650e-05,7.635e+03,0.7981,0.6477, 51.04, 39.47, 3.465, 2.397,0.00388,0.003158,1.541e+03,0.9505,0.7336, 51.66, 39.96, 2.384, 1.783,0.003486,0.002949
1739,3.649e-05,7.565e+03,0.8570,0.6820, 51.00, 39.44, 3.380, 2.335,0.00378,0.003094,1.546e+03,0.9684,0.7487, 51.40, 39.82, 4.545, 3.157,0.003879,0.003236
1740,3.648e-05,7.550e+03,0.8013,0.6402, 50.91, 39.37, 3.633, 2.511,0.00367,0.002994,1.538e+03,0.9057,0.7552, 51.43, 39.86, 4.494, 3.116,0.003577,0.002869
1741,3.646e-05,7.516e+03,0.8728,0.6971, 50.97, 39.42, 3.728, 2.519,0.00340,0.002741,1.507e+03,1.0590,0.8046, 51.25, 39.61, 2.156, 1.633,0.003138,0.002677
1742,3.645e-05,7.475e+03,0.8559,0.6926, 51.05, 39.49, 3.681, 2.429,0.00300,0.002435,1.467e+03,0.9797,0.7526, 50.76, 39.22, 2.021, 1.543,0.002624,0.002192
1743,3.643e-05,7.438e+03,0.8187,0.6654, 51.01, 39.45, 3.604, 2.370,0.00292,0.002334,1.599e+03,0.9017,0.7393, 52.57, 40.79, 5.177, 3.539,0.003250,0.002564
1744,3.642e-05,7.549e+03,0.8187,0.6637, 51.19, 39.61, 4.018, 2.632,0.00295,0.002376,1.576e+03,0.9504,0.8201, 52.15, 40.47, 5.108, 3.493,0.003350,0.002644
1745,3.641e-05,7.546e+03,0.8278,0.6615, 51.14, 39.57, 3.971, 2.629,0.00311,0.002495,1.492e+03,1.2378,0.9691, 51.01, 39.41, 2.168, 1.645,0.003054,0.002570
1746,3.639e-05,7.445e+03,0.9347,0.7598, 51.00, 39.42, 3.691, 2.431,0.00299,0.002420,1.469e+03,0.9497,0.7330, 50.70, 39.16, 1.863, 1.444,0.002904,0.002389
1747,3.638e-05,7.439e+03,0.8123,0.6561, 50.97, 39.42, 3.704, 2.415,0.00295,0.002358,1.585e+03,0.9073,0.7387, 52.44, 40.70, 5.154, 3.524,0.003018,0.002370
1748,3.636e-05,7.542e+03,0.8126,0.6504, 51.13, 39.55, 3.904, 2.586,0.00307,0.002482,1.557e+03,0.9029,0.7303, 51.66, 40.05, 4.576, 3.167,0.003726,0.002928
1749,3.635e-05,7.508e+03,0.8053,0.6479, 50.94, 39.38, 3.791, 2.580,0.00334,0.002692,1.534e+03,0.9536,0.7392, 51.64, 39.93, 2.331, 1.744,0.003293,0.002610
1750,3.634e-05,7.516e+03,0.7928,0.6333, 50.98, 39.43, 3.451, 2.346,0.00337,0.002729,1.517e+03,1.0107,0.7739, 51.15, 39.54, 2.219, 1.668,0.003672,0.002964
1751,3.632e-05,7.462e+03,0.7942,0.6412, 50.89, 39.36, 3.351, 2.305,0.00329,0.002631,1.538e+03,0.9151,0.7690, 51.74, 40.10, 4.628, 3.198,0.002871,0.002305
1752,3.631e-05,7.495e+03,0.8173,0.6627, 51.00, 39.45, 3.757, 2.573,0.00317,0.002535,1.511e+03,1.0020,0.7669, 51.15, 39.61, 4.359, 3.038,0.003193,0.002499
1753,3.629e-05,7.456e+03,0.7966,0.6423, 50.82, 39.32, 3.645, 2.524,0.00336,0.002738,1.578e+03,0.9283,0.7270, 51.75, 40.03, 2.453, 1.827,0.004433,0.003755
1754,3.628e-05,7.555e+03,0.7732,0.6212, 50.94, 39.38, 3.377, 2.347,0.00372,0.003036,1.511e+03,0.9662,0.7488, 51.47, 39.81, 2.321, 1.734,0.002774,0.002220
1755,3.627e-05,7.453e+03,0.7838,0.6262, 50.85, 39.30, 3.419, 2.357,0.00327,0.002612,1.528e+03,0.9036,0.7430, 51.53, 39.93, 4.442, 3.088,0.003001,0.002456
1756,3.625e-05,7.438e+03,0.7997,0.6424, 50.96, 39.42, 3.639, 2.511,0.00285,0.002292,1.489e+03,0.9213,0.7223, 51.00, 39.49, 4.275, 2.992,0.002665,0.002135
1757,3.624e-05,7.401e+03,0.7903,0.6289, 50.84, 39.30, 3.655, 2.523,0.00288,0.002325,1.554e+03,1.0332,0.7894, 52.00, 40.23, 2.543, 1.883,0.003228,0.002699
1758,3.622e-05,7.469e+03,0.8025,0.6395, 51.05, 39.49, 3.473, 2.405,0.00290,0.002335,1.516e+03,0.9792,0.7538, 51.39, 39.74, 2.414, 1.793,0.003154,0.002524
1759,3.621e-05,7.440e+03,0.7916,0.6350, 50.93, 39.39, 3.424, 2.370,0.00293,0.002371,1.521e+03,0.9145,0.7688, 51.61, 39.99, 4.536, 3.145,0.002473,0.002001
1760,3.620e-05,7.401e+03,0.8280,0.6619, 50.91, 39.38, 3.662, 2.503,0.00271,0.002176,1.509e+03,0.9675,0.7439, 51.13, 39.60, 4.382, 3.052,0.003138,0.002623
1761,3.618e-05,7.415e+03,0.8237,0.6631, 50.84, 39.30, 3.735, 2.541,0.00302,0.002421,1.511e+03,1.0018,0.7730, 51.49, 39.80, 2.287, 1.716,0.002724,0.002137
1762,3.617e-05,7.422e+03,0.7824,0.6266, 50.87, 39.32, 3.470, 2.367,0.00301,0.002428,1.496e+03,0.9938,0.7638, 50.92, 39.35, 2.116, 1.607,0.003410,0.002842
1763,3.615e-05,7.427e+03,0.7888,0.6330, 50.83, 39.29, 3.533, 2.372,0.00316,0.002532,1.545e+03,0.9014,0.7437, 51.85, 40.19, 4.700, 3.250,0.002891,0.002272
1764,3.614e-05,7.476e+03,0.7953,0.6400, 50.94, 39.41, 3.702, 2.533,0.00315,0.002578,1.521e+03,0.9097,0.7411, 51.32, 39.75, 4.358, 3.027,0.003206,0.002536
1765,3.613e-05,7.425e+03,0.7748,0.6157, 50.81, 39.28, 3.679, 2.513,0.00311,0.002518,1.525e+03,0.9816,0.7590, 51.40, 39.75, 2.361, 1.767,0.003460,0.002865
1766,3.611e-05,7.459e+03,0.7793,0.6271, 50.88, 39.35, 3.579, 2.410,0.00313,0.002502,1.487e+03,0.9557,0.7394, 51.03, 39.43, 2.146, 1.620,0.002835,0.002371
1767,3.610e-05,7.401e+03,0.8070,0.6436, 50.81, 39.27, 3.403, 2.303,0.00290,0.002324,1.565e+03,0.9300,0.7262, 51.87, 40.24, 4.859, 3.340,0.003547,0.002765
1768,3.608e-05,7.467e+03,0.7879,0.6319, 50.88, 39.35, 3.825, 2.579,0.00312,0.002528,1.535e+03,0.9010,0.7389, 51.56, 39.97, 4.696, 3.241,0.003164,0.002376
1769,3.607e-05,7.414e+03,0.8204,0.6566, 50.86, 39.32, 3.770, 2.531,0.00289,0.002294,1.487e+03,0.9958,0.7665, 51.11, 39.50, 2.220, 1.671,0.002662,0.002209
1770,3.605e-05,7.388e+03,0.8104,0.6559, 50.84, 39.34, 3.650, 2.414,0.00283,0.002227,1.465e+03,0.9884,0.7613, 50.61, 39.10, 2.098, 1.595,0.002927,0.002501
1771,3.604e-05,7.386e+03,0.7996,0.6443, 50.81, 39.25, 3.502, 2.335,0.00286,0.002291,1.564e+03,0.9019,0.7506, 52.11, 40.43, 5.107, 3.492,0.002970,0.002206
1772,3.603e-05,7.465e+03,0.8314,0.6733, 50.89, 39.35, 3.898, 2.625,0.00302,0.002438,1.527e+03,0.9158,0.7321, 51.33, 39.79, 4.632, 3.204,0.003369,0.002641
1773,3.601e-05,7.422e+03,0.8103,0.6511, 50.77, 39.25, 3.692, 2.531,0.00310,0.002508,1.519e+03,1.0646,0.8104, 51.56, 39.86, 2.357, 1.772,0.002870,0.002399
1774,3.600e-05,7.428e+03,0.8172,0.6450, 50.77, 39.26, 3.471, 2.359,0.00315,0.002555,1.500e+03,1.0263,0.7810, 51.00, 39.42, 2.214, 1.664,0.003386,0.002894
1775,3.598e-05,7.402e+03,0.7975,0.6410, 50.67, 39.16, 3.517, 2.381,0.00334,0.002726,1.550e+03,0.9389,0.8068, 51.65, 40.03, 4.561, 3.154,0.003527,0.002807
1776,3.597e-05,7.449e+03,0.8340,0.6746, 50.77, 39.25, 3.671, 2.518,0.00337,0.002743,1.518e+03,0.8963,0.7288, 51.22, 39.68, 4.332, 3.016,0.003296,0.002550
1777,3.596e-05,7.418e+03,0.8051,0.6441, 50.72, 39.22, 3.770, 2.551,0.00318,0.002577,1.523e+03,1.0831,0.8240, 51.21, 39.59, 2.302, 1.725,0.003737,0.003286
1778,3.594e-05,7.464e+03,0.7981,0.6437, 50.73, 39.23, 3.443, 2.340,0.00359,0.002945,1.482e+03,0.9647,0.7459, 51.01, 39.41, 2.080, 1.583,0.002701,0.002167
1779,3.593e-05,7.408e+03,0.7976,0.6317, 50.70, 39.19, 3.442, 2.333,0.00325,0.002603,1.542e+03,0.9055,0.7299, 51.44, 39.87, 4.694, 3.240,0.003644,0.002925
1780,3.591e-05,7.425e+03,0.7999,0.6372, 50.79, 39.27, 3.765, 2.581,0.00307,0.002476,1.482e+03,0.9081,0.7277, 50.92, 39.43, 4.189, 2.924,0.002585,0.002066
1781,3.590e-05,7.350e+03,0.7924,0.6338, 50.69, 39.17, 3.638, 2.522,0.00276,0.002175,1.513e+03,0.9422,0.7312, 51.47, 39.81, 2.399, 1.797,0.002847,0.002385
1782,3.589e-05,7.378e+03,0.7783,0.6242, 50.80, 39.27, 3.486, 2.381,0.00278,0.002226,1.481e+03,1.0325,0.7869, 50.89, 39.33, 2.165, 1.639,0.002915,0.002408
1783,3.587e-05,7.352e+03,0.8163,0.6549, 50.66, 39.16, 3.348, 2.292,0.00297,0.002421,1.538e+03,0.8974,0.7394, 51.61, 40.01, 4.799, 3.298,0.003147,0.002515
1784,3.586e-05,7.391e+03,0.8188,0.6495, 50.74, 39.23, 3.767, 2.536,0.00294,0.002330,1.519e+03,0.9052,0.7350, 51.16, 39.63, 4.560, 3.156,0.003414,0.002742
1785,3.584e-05,7.398e+03,0.8139,0.6489, 50.65, 39.17, 3.699, 2.522,0.00315,0.002553,1.506e+03,0.9697,0.7473, 51.21, 39.59, 2.418, 1.809,0.003139,0.002674
1786,3.583e-05,7.399e+03,0.7876,0.6378, 50.68, 39.17, 3.533, 2.400,0.00322,0.002595,1.478e+03,0.9992,0.7687, 50.79, 39.24, 2.039, 1.551,0.003047,0.002585
1787,3.581e-05,7.375e+03,0.8142,0.6489, 50.60, 39.13, 3.495, 2.342,0.00317,0.002591,1.554e+03,0.8996,0.7389, 51.75, 40.13, 4.810, 3.308,0.003428,0.002766
1788,3.580e-05,7.437e+03,0.7989,0.6454, 50.65, 39.19, 3.733, 2.510,0.00333,0.002725,1.521e+03,0.9047,0.7271, 51.34, 39.79, 4.584, 3.181,0.003104,0.002494
1789,3.579e-05,7.403e+03,0.8048,0.6475, 50.67, 39.18, 3.795, 2.542,0.00316,0.002561,1.497e+03,0.9365,0.7283, 50.97, 39.40, 2.199, 1.658,0.003340,0.002791
1790,3.577e-05,7.398e+03,0.7769,0.6307, 50.63, 39.16, 3.461, 2.323,0.00320,0.002575,1.477e+03,1.0055,0.7715, 50.88, 39.32, 2.206, 1.657,0.002738,0.002245
1791,3.576e-05,7.345e+03,0.7908,0.6391, 50.57, 39.10, 3.376, 2.313,0.00306,0.002453,1.530e+03,0.8976,0.7331, 51.58, 39.99, 4.753, 3.275,0.002922,0.002262
1792,3.574e-05,7.336e+03,0.7882,0.6287, 50.67, 39.18, 3.767, 2.567,0.00266,0.002130,1.490e+03,0.9195,0.7201, 51.08, 39.57, 4.380, 3.049,0.002505,0.001947
1793,3.573e-05,7.297e+03,0.8080,0.6454, 50.59, 39.11, 3.589, 2.448,0.00261,0.002099,1.502e+03,0.9483,0.7331, 51.43, 39.77, 2.493, 1.850,0.002435,0.001906
1794,3.572e-05,7.328e+03,0.7825,0.6257, 50.68, 39.20, 3.404, 2.357,0.00255,0.002033,1.493e+03,0.9726,0.7473, 51.05, 39.47, 2.277, 1.702,0.003034,0.002537
1795,3.570e-05,7.345e+03,0.7835,0.6348, 50.62, 39.14, 3.413, 2.334,0.00290,0.002355,1.522e+03,0.9096,0.7650, 51.31, 39.77, 4.654, 3.227,0.003206,0.002448
1796,3.569e-05,7.387e+03,0.8149,0.6484, 50.55, 39.09, 3.712, 2.533,0.00321,0.002639,1.522e+03,0.9341,0.7243, 51.07, 39.56, 4.360, 3.034,0.003723,0.003040
1797,3.567e-05,7.443e+03,0.7944,0.6319, 50.51, 39.06, 3.668, 2.479,0.00374,0.003093,1.518e+03,0.9350,0.7251, 50.83, 39.29, 2.069, 1.570,0.004251,0.003679
1798,3.566e-05,7.454e+03,0.7789,0.6253, 50.47, 39.03, 3.332, 2.253,0.00392,0.003250,1.467e+03,1.0291,0.7828, 50.72, 39.19, 2.096, 1.590,0.002722,0.002237
1799,3.564e-05,7.365e+03,0.7950,0.6382, 50.52, 39.06, 3.438, 2.328,0.00326,0.002637,1.514e+03,0.9064,0.7281, 51.07, 39.55, 4.457, 3.089,0.003456,0.002711
1800,3.563e-05,7.368e+03,0.7953,0.6308, 50.59, 39.10, 3.575, 2.450,0.00307,0.002472,1.472e+03,0.8969,0.7350, 50.75, 39.29, 4.117, 2.879,0.002565,0.001946
1801,3.562e-05,7.315e+03,0.7790,0.6230, 50.50, 39.05, 3.584, 2.475,0.00293,0.002332,1.520e+03,1.0551,0.8015, 51.61, 39.93, 2.595, 1.909,0.002762,0.002329
